codigo,nombre,tipo,naturaleza,nivel,codigo_padre,requiere_tercero,activa
132010,SUBSIDIARIAS,1,debit,4,1320,No,Si
13201001,Subsidiarias,1,debit,5,132010,Si,Si
132015,SUCURSALES,1,debit,4,1320,No,Si
13201501,Sucursales,1,debit,5,132015,Si,Si
1323,CUENTAS POR COBRAR A DIRECTORES,1,debit,3,13,No,Si
1325,CUENTAS POR COBRAR A SOCIOS Y ACCIONISTAS,1,debit,3,13,No,Si
132505,A SOCIOS,1,debit,4,1325,No,Si
13250501,A Socios,1,debit,5,132505,Si,Si
132510,A ACCIONISTAS,1,debit,4,1325,No,Si
13251001,A Accionistas,1,debit,5,132510,Si,Si
1328,APORTES POR COBRAR,1,debit,3,13,No,Si
1330,ANTICIPOS Y AVANCES,1,debit,3,13,No,Si
133005,A PROVEEDORES,1,debit,4,1330,No,Si
13300501,A Proveedores,1,debit,5,133005,Si,Si
133010,A CONTRATISTAS,1,debit,4,1330,No,Si
13301001,A Contratistas,1,debit,5,133010,Si,Si
133015,A TRABAJADORES,1,debit,4,1330,No,Si
13301501,A Trabajadores,1,debit,5,133015,Si,Si
133020,A AGENTES,1,debit,4,1330,No,Si
13302001,A Agentes,1,debit,5,133020,Si,Si
133025,A CONCESIONARIOS,1,debit,4,1330,No,Si
13302501,A Concesionarios,1,debit,5,133025,Si,Si
133030,DE ADJUDICACIONES,1,debit,4,1330,No,Si
13303001,De Adjudicaciones,1,debit,5,133030,Si,Si
133095,OTROS,1,debit,4,1330,No,Si
13309501,Otros,1,debit,5,133095,Si,Si
1332,CUENTAS DE OPERACION CONJUNTA,1,debit,3,13,No,Si
1335,DEPOSITOS,1,debit,3,13,No,Si
133505,PARA IMPORTACIONES,1,debit,4,1335,No,Si
13350501,Para Importaciones,1,debit,5,133505,Si,Si
133510,PARA SERVICIOS,1,debit,4,1335,No,Si
13351001,Para Servicios,1,debit,5,133510,Si,Si
133515,PARA CONTRATOS,1,debit,4,1335,No,Si
13351501,Para Contratos,1,debit,5,133515,Si,Si
133520,PARA RESPONSABILIDADES,1,debit,4,1335,No,Si
13352001,Para Responsabilidades,1,debit,5,133520,Si,Si
133525,PARA JUICIOS EJECUTIVOS,1,debit,4,1335,No,Si
13352501,Para Juicios Ejecutivos,1,debit,5,133525,Si,Si
133530,PARA ADQUISICION DE ACCIONES- CUOTAS O DERECHOS SOCIALES,1,debit,4,1335,No,Si
13353001,Para Adquisicion De Acciones- Cuotas O Derechos Sociales,1,debit,5,133530,Si,Si
133535,EN GARANTIA,1,debit,4,1335,No,Si
13353501,En Garantia,1,debit,5,133535,Si,Si
133595,OTROS,1,debit,4,1335,No,Si
13359501,Otros,1,debit,5,133595,Si,Si
1340,PROMESAS DE COMPRA VENTA,1,debit,3,13,No,Si
134005,DE BIENES RAICES,1,debit,4,1340,No,Si
13400501,De Bienes Raices,1,debit,5,134005,Si,Si
134010,DE MAQUINARIA Y EQUIPO,1,debit,4,1340,No,Si
13401001,De Maquinaria Y Equipo,1,debit,5,134010,Si,Si
134015,DE FLOTA Y EQUIPO DE TRANSPORTE,1,debit,4,1340,No,Si
13401501,De Flota Y Equipo De Transporte,1,debit,5,134015,Si,Si
134020,DE FLOTA Y EQUIPO AEREO,1,debit,4,1340,No,Si
13402001,De Flota Y Equipo Aereo,1,debit,5,134020,Si,Si
134025,DE FLOTA Y EQUIPO FERREO,1,debit,4,1340,No,Si
13402501,De Flota Y Equipo Ferreo,1,debit,5,134025,Si,Si
134030,DE FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,debit,4,1340,No,Si
13403001,De Flota Y Equipo Fluvial Y/O Maritimo,1,debit,5,134030,Si,Si
134035,DE SEMOVIENTES,1,debit,4,1340,No,Si
13403501,De Semovientes,1,debit,5,134035,Si,Si
134095,DE OTROS BIENES,1,debit,4,1340,No,Si
13409501,De Otros Bienes,1,debit,5,134095,Si,Si
1345,INGRESOS POR COBRAR,1,debit,3,13,No,Si
134505,DIVIDENDOS Y/O PARTICIPACIONES,1,debit,4,1345,No,Si
13450501,Dividendos Y/O Participaciones,1,debit,5,134505,Si,Si
134510,INTERESES,1,debit,4,1345,No,Si
13451001,Intereses,1,debit,5,134510,Si,Si
134515,COMISIONES,1,debit,4,1345,No,Si
13451501,Comisiones,1,debit,5,134515,Si,Si
134520,HONORARIOS,1,debit,4,1345,No,Si
13452001,Honorarios,1,debit,5,134520,Si,Si
134525,SERVICIOS,1,debit,4,1345,No,Si
13452501,Servicios,1,debit,5,134525,Si,Si
134530,ARRENDAMIENTOS,1,debit,4,1345,No,Si
13453001,Arrendamientos,1,debit,5,134530,Si,Si
134535,CERT POR COBRAR,1,debit,4,1345,No,Si
13453501,Cert Por Cobrar,1,debit,5,134535,Si,Si
134595,OTROS,1,debit,4,1345,No,Si
13459501,Otros,1,debit,5,134595,Si,Si
1350,RETENCION SOBRE CONTRATOS,1,debit,3,13,No,Si
135005,DE CONSTRUCCION,1,debit,4,1350,No,Si
13500501,De Construccion,1,debit,5,135005,Si,Si
135010,DE PRESTACION DE SERVICIOS,1,debit,4,1350,No,Si
13501001,De Prestacion De Servicios,1,debit,5,135010,Si,Si
135095,OTROS,1,debit,4,1350,No,Si
13509501,Otros,1,debit,5,135095,Si,Si
1355,ANTICIPO DE IMPUESTOS Y CONTRIBUCIONES O SALDOS A FAVOR,1,debit,3,13,No,Si
135505,ANTICIPO DE IMPUESTOS DE RENTA Y COMPLEMENTARIOS,1,debit,4,1355,No,Si
13550501,Anticipo De Impuestos De Renta Y Complementarios,1,debit,5,135505,Si,Si
135510,ANTICIPO DE IMPUESTOS DE INDUSTRIA Y COMERCIO,1,debit,4,1355,No,Si
13551001,Anticipo De Impuestos De Industria Y Comercio,1,debit,5,135510,Si,Si
135515,RETENCION EN LA FUENTE,1,debit,4,1355,No,Si
13551501,Retencion En La Fuente,1,debit,5,135515,Si,Si
135517,IMPUESTO A LAS VENTAS RETENIDO,1,debit,4,1355,No,Si
13551701,Impuesto A Las Ventas Retenido,1,debit,5,135517,Si,Si
135518,IMPUESTO DE INDUSTRIA Y COMERCIO RETENIDO,1,debit,4,1355,No,Si
13551801,Impuesto De Industria Y Comercio Retenido,1,debit,5,135518,Si,Si
135520,SOBRANTES EN LIQUIDACION PRIVADA DE IMPUESTOS,1,debit,4,1355,No,Si
13552001,Sobrantes En Liquidacion Privada De Impuestos,1,debit,5,135520,Si,Si
135525,CONTRIBUCIONES,1,debit,4,1355,No,Si
13552501,Contribuciones,1,debit,5,135525,Si,Si
135530,IMPUESTOS DESCONTABLES,1,debit,4,1355,No,Si
13553001,Impuestos Descontables,1,debit,5,135530,Si,Si
135595,OTROS,1,debit,4,1355,No,Si
13559501,Otros,1,debit,5,135595,Si,Si
1360,RECLAMACIONES,1,debit,3,13,No,Si
136005,A COMPAÑIAS ASEGURADORAS,1,debit,4,1360,No,Si
13600501,A Compañias Aseguradoras,1,debit,5,136005,Si,Si
136010,A TRANSPORTADORES,1,debit,4,1360,No,Si
13601001,A Transportadores,1,debit,5,136010,Si,Si
136015,POR TIQUETES AEREOS,1,debit,4,1360,No,Si
13601501,Por Tiquetes Aereos,1,debit,5,136015,Si,Si
136095,OTRAS,1,debit,4,1360,No,Si
13609501,Otras,1,debit,5,136095,Si,Si
1365,CUENTAS POR COBRAR A TRABAJADORES,1,debit,3,13,No,Si
136505,VIVIENDA,1,debit,4,1365,No,Si
13650501,Vivienda,1,debit,5,136505,Si,Si
136510,VEHICULOS,1,debit,4,1365,No,Si
13651001,Vehiculos,1,debit,5,136510,Si,Si
136515,EDUCACION,1,debit,4,1365,No,Si
13651501,Educacion,1,debit,5,136515,Si,Si
136520,MEDICOS- ODONTOLOGICOS Y SIMILARES,1,debit,4,1365,No,Si
13652001,Medicos- Odontologicos Y Similares,1,debit,5,136520,Si,Si
136525,CALAMIDAD DOMESTICA,1,debit,4,1365,No,Si
13652501,Calamidad Domestica,1,debit,5,136525,Si,Si
136530,RESPONSABILIDADES,1,debit,4,1365,No,Si
13653001,Responsabilidades,1,debit,5,136530,Si,Si
136595,OTROS,1,debit,4,1365,No,Si
13659501,Otros,1,debit,5,136595,Si,Si
1370,PRESTAMOS A PARTICULARES,1,debit,3,13,No,Si
137005,CON GARANTIA REAL,1,debit,4,1370,No,Si
13700501,Con Garantia Real,1,debit,5,137005,Si,Si
137010,CON GARANTIA PERSONAL,1,debit,4,1370,No,Si
13701001,Con Garantia Personal,1,debit,5,137010,Si,Si
1380,DEUDORES VARIOS,1,debit,3,13,No,Si
138005,DEPOSITARIOS,1,debit,4,1380,No,Si
13800501,Depositarios,1,debit,5,138005,Si,Si
138010,COMISIONISTAS DE BOLSAS,1,debit,4,1380,No,Si
13801001,Comisionistas De Bolsas,1,debit,5,138010,Si,Si
138015,FONDO DE INVERSION,1,debit,4,1380,No,Si
13801501,Fondo De Inversion,1,debit,5,138015,Si,Si
138020,CUENTAS POR COBRAR DE TERCEROS,1,debit,4,1380,No,Si
13802001,Cuentas Por Cobrar De Terceros,1,debit,5,138020,Si,Si
138025,PAGOS POR CUENTA DE TERCEROS,1,debit,4,1380,No,Si
13802501,Pagos Por Cuenta De Terceros,1,debit,5,138025,Si,Si
138030,FONDOS DE INVERSION SOCIAL,1,debit,4,1380,No,Si
13803001,Fondos De Inversion Social,1,debit,5,138030,Si,Si
138095,OTROS,1,debit,4,1380,No,Si
13809501,Otros,1,debit,5,138095,Si,Si
1385,DERECHOS DE RECOMPRA DE CARTERA NEGOCIADA,1,debit,3,13,No,Si
1390,DEUDAS DE DIFICIL COBRO,1,debit,3,13,No,Si
1399,PROVISIONES,1,debit,3,13,No,Si
14,INVENTARIOS,1,debit,2,1,No,Si
1405,MATERIAS PRIMAS,1,debit,3,14,No,Si
140505,MATERIAS PRIMAS,1,debit,3,14,No,Si
1410,PRODUCTOS EN PROCESO,1,debit,3,14,No,Si
141005,PRODUCTOS EN PROCESO,1,debit,3,14,No,Si
1415,OBRAS DE CONSTRUCCION EN CURSO,1,debit,3,14,No,Si
1417,OBRAS DE URBANISMO,1,debit,3,14,No,Si
1420,CONTRATOS EN EJECUCION,1,debit,3,14,No,Si
1425,CULTIVOS EN DESARROLLO,1,debit,3,14,No,Si
1428,PLANTACIONES AGRICOLAS,1,debit,3,14,No,Si
1430,PRODUCTOS TERMINADOS,1,debit,3,14,No,Si
143005,PRODUCTOS TERMINADOS,1,debit,3,14,No,Si
1435,MERCANCIAS NO FABRICADAS POR LA EMPRESA,1,debit,3,14,No,Si
143505,MERCANCIAS NO FABRICADAS POR LA EMPRESA,1,debit,3,14,No,Si
1440,BIENES RAICES PARA LA VENTA,1,debit,3,14,No,Si
1445,SEMOVIENTES,1,debit,3,14,No,Si
1450,TERRENOS,1,debit,3,14,No,Si
1455,MATERIALES- REPUESTOS Y ACCESORIOS,1,debit,3,14,No,Si
1460,ENVASES Y EMPAQUES,1,debit,3,14,No,Si
1465,INVENTARIOS EN TRANSITO,1,debit,3,14,No,Si
146505,INVENTARIOS EN TRANSITO,1,debit,3,14,No,Si
1499,PROVISIONES,1,debit,3,14,No,Si
15,PROPIEDADES- PLANTA Y EQUIPO,1,debit,2,1,No,Si
1504,TERRENOS,1,debit,3,15,No,Si
150405,URBANOS,1,debit,4,1504,No,Si
15040501,Urbanos,1,debit,5,150405,Si,Si
150410,RURALES,1,debit,4,1504,No,Si
15041001,Rurales,1,debit,5,150410,Si,Si
1506,MATERIALES PROYECTOS PETROLEROS,1,debit,3,15,No,Si
150605,TUBERIAS Y EQUIPO,1,debit,4,1506,No,Si
15060501,Tuberias Y Equipo,1,debit,5,150605,Si,Si
150610,COSTOS DE IMPORTACION MATERIALES,1,debit,4,1506,No,Si
15061001,Costos De Importacion Materiales,1,debit,5,150610,Si,Si
150615,PROYECTOS DE CONSTRUCCION,1,debit,4,1506,No,Si
15061501,Proyectos De Construccion,1,debit,5,150615,Si,Si
1508,CONSTRUCCIONES EN CURSO,1,debit,3,15,No,Si
150805,CONSTRUCCIONES Y EDIFICACIONES,1,debit,4,1508,No,Si
15080501,Construcciones Y Edificaciones,1,debit,5,150805,Si,Si
150810,ACUEDUCTOS- PLANTAS Y REDES,1,debit,4,1508,No,Si
15081001,Acueductos- Plantas Y Redes,1,debit,5,150810,Si,Si
150815,VIAS DE COMUNICACION,1,debit,4,1508,No,Si
15081501,Vias De Comunicacion,1,debit,5,150815,Si,Si
150820,POZOS ARTESIANOS,1,debit,4,1508,No,Si
15082001,Pozos Artesianos,1,debit,5,150820,Si,Si
150825,PROYECTOS DE EXPLORACION,1,debit,4,1508,No,Si
15082501,Proyectos De Exploracion,1,debit,5,150825,Si,Si
150830,PROYECTOS DE DESARROLLO,1,debit,4,1508,No,Si
15083001,Proyectos De Desarrollo,1,debit,5,150830,Si,Si
1512,MAQUINARIA Y EQUIPOS EN MONTAJE,1,debit,3,15,No,Si
151205,MAQUINARIA Y EQUIPO,1,debit,4,1512,No,Si
15120501,Maquinaria Y Equipo,1,debit,5,151205,Si,Si
151210,EQUIPO DE OFICINA,1,debit,4,1512,No,Si
15121001,Equipo De Oficina,1,debit,5,151210,Si,Si
151215,EQUIPO DE COMPUTACION Y COMUNICACION,1,debit,4,1512,No,Si
15121501,Equipo De Computacion Y Comunicacion,1,debit,5,151215,Si,Si
151220,EQUIPO MEDICO-CIENTIFICO,1,debit,4,1512,No,Si
15122001,Equipo Medico-Cientifico,1,debit,5,151220,Si,Si
151225,EQUIPO DE HOTELES Y RESTAURANTES,1,debit,4,1512,No,Si
15122501,Equipo De Hoteles Y Restaurantes,1,debit,5,151225,Si,Si
151230,FLOTA Y EQUIPO DE TRANSPORTE,1,debit,4,1512,No,Si
15123001,Flota Y Equipo De Transporte,1,debit,5,151230,Si,Si
151235,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,debit,4,1512,No,Si
15123501,Flota Y Equipo Fluvial Y/O Maritimo,1,debit,5,151235,Si,Si
151240,FLOTA Y EQUIPO AEREO,1,debit,4,1512,No,Si
15124001,Flota Y Equipo Aereo,1,debit,5,151240,Si,Si
151245,FLOTA Y EQUIPO FERREO,1,debit,4,1512,No,Si
15124501,Flota Y Equipo Ferreo,1,debit,5,151245,Si,Si
151250,PLANTAS Y REDES,1,debit,4,1512,No,Si
15125001,Plantas Y Redes,1,debit,5,151250,Si,Si
1516,CONSTRUCCIONES Y EDIFICACIONES,1,debit,3,15,No,Si
151605,EDIFICIOS,1,debit,4,1516,No,Si
15160501,Edificios,1,debit,5,151605,Si,Si
151610,OFICINAS,1,debit,4,1516,No,Si
15161001,Oficinas,1,debit,5,151610,Si,Si
151615,ALMACENES,1,debit,4,1516,No,Si
15161501,Almacenes,1,debit,5,151615,Si,Si
151620,FABRICAS Y PLANTAS INDUSTRIALES,1,debit,4,1516,No,Si
15162001,Fabricas Y Plantas Industriales,1,debit,5,151620,Si,Si
151625,SALAS DE EXHIBICION Y VENTAS,1,debit,4,1516,No,Si
15162501,Salas De Exhibicion Y Ventas,1,debit,5,151625,Si,Si
151630,CAFETERIA Y CASINOS,1,debit,4,1516,No,Si
15163001,Cafeteria Y Casinos,1,debit,5,151630,Si,Si
151635,SILOS,1,debit,4,1516,No,Si
15163501,Silos,1,debit,5,151635,Si,Si
151640,INVERNADEROS,1,debit,4,1516,No,Si
15164001,Invernaderos,1,debit,5,151640,Si,Si
151645,CASETAS Y CAMPAMENTOS,1,debit,4,1516,No,Si
15164501,Casetas Y Campamentos,1,debit,5,151645,Si,Si
151650,INSTALACIONES AGROPECUARIAS,1,debit,4,1516,No,Si
15165001,Instalaciones Agropecuarias,1,debit,5,151650,Si,Si
151655,VIVIENDAS PARA EMPLEADOS Y OBREROS,1,debit,4,1516,No,Si
15165501,Viviendas Para Empleados Y Obreros,1,debit,5,151655,Si,Si
151660,TERMINAL DE BUSES Y TAXIS,1,debit,4,1516,No,Si
15166001,Terminal De Buses Y Taxis,1,debit,5,151660,Si,Si
151663,TERMINAL MARITIMO,1,debit,4,1516,No,Si
15166301,Terminal Maritimo,1,debit,5,151663,Si,Si
151665,TERMINAL FERREO,1,debit,4,1516,No,Si
15166501,Terminal Ferreo,1,debit,5,151665,Si,Si
151670,PARQUEADEROS- GARAJES Y DEPOSITOS,1,debit,4,1516,No,Si
15167001,Parqueaderos- Garajes Y Depositos,1,debit,5,151670,Si,Si
151675,HANGARES,1,debit,4,1516,No,Si
15167501,Hangares,1,debit,5,151675,Si,Si
151680,BODEGAS,1,debit,4,1516,No,Si
15168001,Bodegas,1,debit,5,151680,Si,Si
151695,OTROS,1,debit,4,1516,No,Si
15169501,Otros,1,debit,5,151695,Si,Si
1520,MAQUINARIA Y EQUIPO,1,debit,3,15,No,Si
1524,EQUIPO DE OFICINA,1,debit,3,15,No,Si
152405,MUEBLES Y ENSERES,1,debit,4,1524,No,Si
15240501,Muebles Y Enseres,1,debit,5,152405,Si,Si
152410,EQUIPOS,1,debit,4,1524,No,Si
15241001,Equipos,1,debit,5,152410,Si,Si
152495,OTROS,1,debit,4,1524,No,Si
15249501,Otros,1,debit,5,152495,Si,Si
1528,EQUIPO DE COMPUTACION Y COMUNICACION,1,debit,3,15,No,Si
152805,EQUIPOS DE PROCESAMIENTO DE DATOS,1,debit,4,1528,No,Si
15280501,Equipos De Procesamiento De Datos,1,debit,5,152805,Si,Si
152810,EQUIPOS DE TELECOMUNICACIONES,1,debit,4,1528,No,Si
15281001,Equipos De Telecomunicaciones,1,debit,5,152810,Si,Si
152815,EQUIPOS DE RADIO,1,debit,4,1528,No,Si
15281501,Equipos De Radio,1,debit,5,152815,Si,Si
152820,SATELITES Y ANTENAS,1,debit,4,1528,No,Si
15282001,Satelites Y Antenas,1,debit,5,152820,Si,Si
152825,LINEAS TELEFONICAS,1,debit,4,1528,No,Si
15282501,Lineas Telefonicas,1,debit,5,152825,Si,Si
152895,OTROS,1,debit,4,1528,No,Si
15289501,Otros,1,debit,5,152895,Si,Si
1532,EQUIPO MEDICO-CIENTIFICO,1,debit,3,15,No,Si
153205,MEDICO,1,debit,4,1532,No,Si
15320501,Medico,1,debit,5,153205,Si,Si
153210,ODONTOLOGICO,1,debit,4,1532,No,Si
15321001,Odontologico,1,debit,5,153210,Si,Si
153215,LABORATORIO,1,debit,4,1532,No,Si
15321501,Laboratorio,1,debit,5,153215,Si,Si
153220,INSTRUMENTAL,1,debit,4,1532,No,Si
15322001,Instrumental,1,debit,5,153220,Si,Si
153295,OTROS,1,debit,4,1532,No,Si
15329501,Otros,1,debit,5,153295,Si,Si
1536,EQUIPO DE HOTELES Y RESTAURANTES,1,debit,3,15,No,Si
153605,DE HABITACIONES,1,debit,4,1536,No,Si
15360501,De Habitaciones,1,debit,5,153605,Si,Si
153610,DE COMESTIBLES Y BEBIDAS,1,debit,4,1536,No,Si
15361001,De Comestibles Y Bebidas,1,debit,5,153610,Si,Si
153695,OTROS,1,debit,4,1536,No,Si
15369501,Otros,1,debit,5,153695,Si,Si
1540,FLOTA Y EQUIPO DE TRANSPORTE,1,debit,3,15,No,Si
154005,AUTOS- CAMIONETAS Y CAMPEROS,1,debit,4,1540,No,Si
15400501,Autos- Camionetas Y Camperos,1,debit,5,154005,Si,Si
154008,CAMIONES- VOLQUETAS Y FURGONES,1,debit,4,1540,No,Si
15400801,Camiones- Volquetas Y Furgones,1,debit,5,154008,Si,Si
154010,TRACTOMULAS Y REMOLQUES,1,debit,4,1540,No,Si
15401001,Tractomulas Y Remolques,1,debit,5,154010,Si,Si
154015,BUSES Y BUSETAS,1,debit,4,1540,No,Si
15401501,Buses Y Busetas,1,debit,5,154015,Si,Si
154017,RECOLECTORES Y CONTENEDORES,1,debit,4,1540,No,Si
15401701,Recolectores Y Contenedores,1,debit,5,154017,Si,Si
154020,MONTACARGAS,1,debit,4,1540,No,Si
15402001,Montacargas,1,debit,5,154020,Si,Si
154025,PALAS Y GRUAS,1,debit,4,1540,No,Si
15402501,Palas Y Gruas,1,debit,5,154025,Si,Si
154030,MOTOCICLETAS,1,debit,4,1540,No,Si
15403001,Motocicletas,1,debit,5,154030,Si,Si
154035,BICICLETAS,1,debit,4,1540,No,Si
15403501,Bicicletas,1,debit,5,154035,Si,Si
154040,ESTIBAS Y CARRETAS,1,debit,4,1540,No,Si
15404001,Estibas Y Carretas,1,debit,5,154040,Si,Si
154045,BANDAS TRANSPORTADORAS,1,debit,4,1540,No,Si
15404501,Bandas Transportadoras,1,debit,5,154045,Si,Si
154095,OTROS,1,debit,4,1540,No,Si
15409501,Otros,1,debit,5,154095,Si,Si
1544,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,1,debit,3,15,No,Si
154405,BUQUES,1,debit,4,1544,No,Si
15440501,Buques,1,debit,5,154405,Si,Si
154410,LANCHAS,1,debit,4,1544,No,Si
15441001,Lanchas,1,debit,5,154410,Si,Si
154415,REMOLCADORAS,1,debit,4,1544,No,Si
15441501,Remolcadoras,1,debit,5,154415,Si,Si
154420,BOTES,1,debit,4,1544,No,Si
15442001,Botes,1,debit,5,154420,Si,Si
154425,BOYAS,1,debit,4,1544,No,Si
15442501,Boyas,1,debit,5,154425,Si,Si
154430,AMARRES,1,debit,4,1544,No,Si
15443001,Amarres,1,debit,5,154430,Si,Si
154435,CONTENEDORES Y CHASISES,1,debit,4,1544,No,Si
15443501,Contenedores Y Chasises,1,debit,5,154435,Si,Si
154440,GABARRAS,1,debit,4,1544,No,Si
15444001,Gabarras,1,debit,5,154440,Si,Si
154495,OTROS,1,debit,4,1544,No,Si
15449501,Otros,1,debit,5,154495,Si,Si
1548,FLOTA Y EQUIPO AEREO,1,debit,3,15,No,Si
154805,AVIONES,1,debit,4,1548,No,Si
15480501,Aviones,1,debit,5,154805,Si,Si
154810,AVIONETAS,1,debit,4,1548,No,Si
15481001,Avionetas,1,debit,5,154810,Si,Si
154815,HELICOPTEROS,1,debit,4,1548,No,Si
15481501,Helicopteros,1,debit,5,154815,Si,Si
154820,TURBINAS Y MOTORES,1,debit,4,1548,No,Si
15482001,Turbinas Y Motores,1,debit,5,154820,Si,Si
154825,MANUALES DE ENTRENAMIENTO PERSONAL TECNICO,1,debit,4,1548,No,Si
15482501,Manuales De Entrenamiento Personal Tecnico,1,debit,5,154825,Si,Si
154830,EQUIPOS DE VUELO,1,debit,4,1548,No,Si
15483001,Equipos De Vuelo,1,debit,5,154830,Si,Si
154895,OTROS,1,debit,4,1548,No,Si
