codigo,nombre,tipo,naturaleza,nivel,codigo_padre,requiere_tercero,activa
24240501,Vigencia Fiscal Corriente,PAS,credit,5,242405,Si,Si
242410,VIGENCIAS FISCALES ANTERIORES,PAS,credit,4,2424,No,Si
24241001,Vigencias Fiscales Anteriores,PAS,credit,5,242410,Si,Si
2428,DE TURISMO,PAS,credit,3,24,No,Si
2432,TASA POR UTILIZACION DE PUERTOS,PAS,credit,3,24,No,Si
2436,DE VEHICULOS,PAS,credit,3,24,No,Si
243605,VIGENCIA FISCAL CORRIENTE,PAS,credit,4,2436,No,Si
24360501,Vigencia Fiscal Corriente,PAS,credit,5,243605,Si,Si
243610,VIGENCIAS FISCALES ANTERIORES,PAS,credit,4,2436,No,Si
24361001,Vigencias Fiscales Anteriores,PAS,credit,5,243610,Si,Si
2440,DE ESPECTACULOS PUBLICOS,PAS,credit,3,24,No,Si
2444,DE HIDROCARBUROS Y MINAS,PAS,credit,3,24,No,Si
2448,REGALIAS E IMPUESTOS A LA PEQUEÑA Y MEDIANA MINERIA,PAS,credit,3,24,No,Si
2452,A LAS EXPORTACIONES CAFETERAS,PAS,credit,3,24,No,Si
2456,A LAS IMPORTACIONES,PAS,credit,3,24,No,Si
2460,CUOTAS DE FOMENTO,PAS,credit,3,24,No,Si
2464,DE LICORES- CERVEZAS Y CIGARRILLOS,PAS,credit,3,24,No,Si
246405,DE LICORES,PAS,credit,4,2464,No,Si
24640501,De Licores,PAS,credit,5,246405,Si,Si
246410,DE CERVEZAS,PAS,credit,4,2464,No,Si
24641001,De Cervezas,PAS,credit,5,246410,Si,Si
246415,DE CIGARRILLOS,PAS,credit,4,2464,No,Si
24641501,De Cigarrillos,PAS,credit,5,246415,Si,Si
2468,AL SACRIFICIO DE GANADO,PAS,credit,3,24,No,Si
2472,AL AZAR Y JUEGOS,PAS,credit,3,24,No,Si
2476,GRAVAMENES Y REGALIAS POR UTILIZACION DEL SUELO,PAS,credit,3,24,No,Si
2495,OTROS,PAS,credit,3,24,No,Si
25,OBLIGACIONES LABORALES,PAS,credit,2,2,No,Si
2505,SALARIOS POR PAGAR,PAS,credit,3,25,No,Si
2510,CESANTIAS CONSOLIDADAS,PAS,credit,3,25,No,Si
251005,LEY LABORAL ANTERIOR,PAS,credit,4,2510,No,Si
25100501,Ley Laboral Anterior,PAS,credit,5,251005,Si,Si
251010,LEY 50 DE 1990 Y NORMAS POSTERIORES,PAS,credit,4,2510,No,Si
25101001,Ley 50 De 1990 Y Normas Posteriores,PAS,credit,5,251010,Si,Si
2515,INTERESES SOBRE CESANTIAS,PAS,credit,3,25,No,Si
251505,INTERESES SOBRE CESANTIAS,PAS,credit,3,25,No,Si
25150501,Intereses Sobre Cesantias,PAS,credit,3,25,Si,Si
2520,PRIMA DE SERVICIOS,PAS,credit,3,25,No,Si
252005,PRIMA DE SERVICIOS,PAS,credit,3,25,No,Si
25200501,Prima De Servicios,PAS,credit,3,25,Si,Si
2525,VACACIONES CONSOLIDADAS,PAS,credit,3,25,No,Si
252505,VACACIONES CONSOLIDADAS,PAS,credit,3,25,No,Si
25250501,Vacaciones Consolidadas,PAS,credit,3,25,Si,Si
2530,PRESTACIONES EXTRALEGALES,PAS,credit,3,25,No,Si
253005,PRESTACIONES EXTRALEGALES,PAS,credit,3,25,No,Si
25300501,Prestaciones Extralegales,PAS,credit,3,25,Si,Si
253005,PRIMAS,PAS,credit,4,2530,No,Si
25300501,Primas,PAS,credit,5,253005,Si,Si
253010,AUXILIOS,PAS,credit,4,2530,No,Si
25301001,Auxilios,PAS,credit,5,253010,Si,Si
253015,DOTACION Y SUMINISTRO A TRABAJADORES,PAS,credit,4,2530,No,Si
25301501,Dotacion Y Suministro A Trabajadores,PAS,credit,5,253015,Si,Si
253020,BONIFICACIONES,PAS,credit,4,2530,No,Si
25302001,Bonificaciones,PAS,credit,5,253020,Si,Si
253025,SEGUROS,PAS,credit,4,2530,No,Si
25302501,Seguros,PAS,credit,5,253025,Si,Si
253095,OTRAS,PAS,credit,4,2530,No,Si
25309501,Otras,PAS,credit,5,253095,Si,Si
2532,PENSIONES POR PAGAR,PAS,credit,3,25,No,Si
2535,CUOTAS PARTES PENSIONES DE JUBILACION,PAS,credit,3,25,No,Si
2540,INDEMNIZACIONES LABORALES,PAS,credit,3,25,No,Si
26,PASIVOS ESTIMADOS Y PROVISIONES,PAS,credit,2,2,No,Si
2605,PARA COSTOS Y GASTOS,PAS,credit,3,26,No,Si
260505,INTERESES,PAS,credit,4,2605,No,Si
26050501,Intereses,PAS,credit,5,260505,Si,Si
260510,COMISIONES,PAS,credit,4,2605,No,Si
26051001,Comisiones,PAS,credit,5,260510,Si,Si
260515,HONORARIOS,PAS,credit,4,2605,No,Si
26051501,Honorarios,PAS,credit,5,260515,Si,Si
260520,SERVICIOS TECNICOS,PAS,credit,4,2605,No,Si
26052001,Servicios Tecnicos,PAS,credit,5,260520,Si,Si
260525,TRANSPORTES- FLETES Y ACARREOS,PAS,credit,4,2605,No,Si
26052501,Transportes- Fletes Y Acarreos,PAS,credit,5,260525,Si,Si
260530,GASTOS DE VIAJE,PAS,credit,4,2605,No,Si
26053001,Gastos De Viaje,PAS,credit,5,260530,Si,Si
260535,SERVICIOS PUBLICOS,PAS,credit,4,2605,No,Si
26053501,Servicios Publicos,PAS,credit,5,260535,Si,Si
260540,REGALIAS,PAS,credit,4,2605,No,Si
26054001,Regalias,PAS,credit,5,260540,Si,Si
260545,GARANTIAS,PAS,credit,4,2605,No,Si
26054501,Garantias,PAS,credit,5,260545,Si,Si
260550,MATERIALES Y REPUESTOS,PAS,credit,4,2605,No,Si
26055001,Materiales Y Repuestos,PAS,credit,5,260550,Si,Si
260595,OTROS,PAS,credit,4,2605,No,Si
26059501,Otros,PAS,credit,5,260595,Si,Si
2610,PARA OBLIGACIONES LABORALES,PAS,credit,3,26,No,Si
261005,CESANTIAS,PAS,credit,4,2610,No,Si
26100501,Cesantias,PAS,credit,5,261005,Si,Si
261010,INTERESES SOBRE CESANTIAS,PAS,credit,4,2610,No,Si
26101001,Intereses Sobre Cesantias,PAS,credit,5,261010,Si,Si
261015,VACACIONES,PAS,credit,4,2610,No,Si
26101501,Vacaciones,PAS,credit,5,261015,Si,Si
261020,PRIMA DE SERVICIOS,PAS,credit,4,2610,No,Si
26102001,Prima De Servicios,PAS,credit,5,261020,Si,Si
261025,PRESTACIONES EXTRALEGALES,PAS,credit,4,2610,No,Si
26102501,Prestaciones Extralegales,PAS,credit,5,261025,Si,Si
261030,VIATICOS,PAS,credit,4,2610,No,Si
26103001,Viaticos,PAS,credit,5,261030,Si,Si
261095,OTRAS,PAS,credit,4,2610,No,Si
26109501,Otras,PAS,credit,5,261095,Si,Si
2615,PARA OBLIGACIONES FISCALES,PAS,credit,3,26,No,Si
261505,DE RENTA Y COMPLEMENTARIOS,PAS,credit,4,2615,No,Si
26150501,De Renta Y Complementarios,PAS,credit,5,261505,Si,Si
261510,DE INDUSTRIA Y COMERCIO,PAS,credit,4,2615,No,Si
26151001,De Industria Y Comercio,PAS,credit,5,261510,Si,Si
261515,TASA POR UTILIZACION DE PUERTOS,PAS,credit,4,2615,No,Si
26151501,Tasa Por Utilizacion De Puertos,PAS,credit,5,261515,Si,Si
261520,DE VEHICULOS,PAS,credit,4,2615,No,Si
26152001,De Vehiculos,PAS,credit,5,261520,Si,Si
261525,DE HIDROCARBUROS Y MINAS,PAS,credit,4,2615,No,Si
26152501,De Hidrocarburos Y Minas,PAS,credit,5,261525,Si,Si
261595,OTROS,PAS,credit,4,2615,No,Si
26159501,Otros,PAS,credit,5,261595,Si,Si
2620,PENSIONES DE JUBILACION,PAS,credit,3,26,No,Si
262005,CALCULO ACTUARIAL PENSIONES DE JUBILACION,PAS,credit,4,2620,No,Si
26200501,Calculo Actuarial Pensiones De Jubilacion,PAS,credit,5,262005,Si,Si
262010,PENSIONES DE JUBILACION POR AMORTIZAR (DB),PAS,credit,4,2620,No,Si
26201001,Pensiones De Jubilacion Por Amortizar (Db),PAS,credit,5,262010,Si,Si
2625,PARA OBRAS DE URBANISMO,PAS,credit,3,26,No,Si
262505,ACUEDUCTO Y ALCANTARILLADO,PAS,credit,4,2625,No,Si
26250501,Acueducto Y Alcantarillado,PAS,credit,5,262505,Si,Si
262510,ENERGIA ELECTRICA,PAS,credit,4,2625,No,Si
26251001,Energia Electrica,PAS,credit,5,262510,Si,Si
262515,TELEFONOS,PAS,credit,4,2625,No,Si
26251501,Telefonos,PAS,credit,5,262515,Si,Si
262595,OTROS,PAS,credit,4,2625,No,Si
26259501,Otros,PAS,credit,5,262595,Si,Si
2630,PARA MANTENIMIENTO Y REPARACIONES,PAS,credit,3,26,No,Si
263005,TERRENOS,PAS,credit,4,2630,No,Si
26300501,Terrenos,PAS,credit,5,263005,Si,Si
263010,CONSTRUCCIONES Y EDIFICACIONES,PAS,credit,4,2630,No,Si
26301001,Construcciones Y Edificaciones,PAS,credit,5,263010,Si,Si
263015,MAQUINARIA Y EQUIPO,PAS,credit,4,2630,No,Si
26301501,Maquinaria Y Equipo,PAS,credit,5,263015,Si,Si
263020,EQUIPO DE OFICINA,PAS,credit,4,2630,No,Si
26302001,Equipo De Oficina,PAS,credit,5,263020,Si,Si
263025,EQUIPO DE COMPUTACION Y COMUNICACION,PAS,credit,4,2630,No,Si
26302501,Equipo De Computacion Y Comunicacion,PAS,credit,5,263025,Si,Si
263030,EQUIPO MEDICO-CIENTIFICO,PAS,credit,4,2630,No,Si
26303001,Equipo Medico-Cientifico,PAS,credit,5,263030,Si,Si
263035,EQUIPO DE HOTELES Y RESTAURANTES,PAS,credit,4,2630,No,Si
26303501,Equipo De Hoteles Y Restaurantes,PAS,credit,5,263035,Si,Si
263040,FLOTA Y EQUIPO DE TRANSPORTE,PAS,credit,4,2630,No,Si
26304001,Flota Y Equipo De Transporte,PAS,credit,5,263040,Si,Si
263045,FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO,PAS,credit,4,2630,No,Si
26304501,Flota Y Equipo Fluvial Y/O Maritimo,PAS,credit,5,263045,Si,Si
263050,FLOTA Y EQUIPO AEREO,PAS,credit,4,2630,No,Si
26305001,Flota Y Equipo Aereo,PAS,credit,5,263050,Si,Si
263055,FLOTA Y EQUIPO FERREO,PAS,credit,4,2630,No,Si
26305501,Flota Y Equipo Ferreo,PAS,credit,5,263055,Si,Si
263060,ACUEDUCTOS- PLANTAS Y REDES,PAS,credit,4,2630,No,Si
26306001,Acueductos- Plantas Y Redes,PAS,credit,5,263060,Si,Si
263065,ARMAMENTO DE VIGILANCIA,PAS,credit,4,2630,No,Si
26306501,Armamento De Vigilancia,PAS,credit,5,263065,Si,Si
263070,ENVASES Y EMPAQUES,PAS,credit,4,2630,No,Si
26307001,Envases Y Empaques,PAS,credit,5,263070,Si,Si
263075,PLANTACIONES AGRICOLAS Y FORESTALES,PAS,credit,4,2630,No,Si
26307501,Plantaciones Agricolas Y Forestales,PAS,credit,5,263075,Si,Si
263080,VIAS DE COMUNICACION,PAS,credit,4,2630,No,Si
26308001,Vias De Comunicacion,PAS,credit,5,263080,Si,Si
263085,POZOS ARTESIANOS,PAS,credit,4,2630,No,Si
26308501,Pozos Artesianos,PAS,credit,5,263085,Si,Si
263095,OTROS,PAS,credit,4,2630,No,Si
26309501,Otros,PAS,credit,5,263095,Si,Si
2635,PARA CONTINGENCIAS,PAS,credit,3,26,No,Si
263505,MULTAS Y SANCIONES AUTORIDADES ADMINISTRATIVAS,PAS,credit,4,2635,No,Si
26350501,Multas Y Sanciones Autoridades Administrativas,PAS,credit,5,263505,Si,Si
263510,INTERESES POR MULTAS Y SANCIONES,PAS,credit,4,2635,No,Si
26351001,Intereses Por Multas Y Sanciones,PAS,credit,5,263510,Si,Si
263515,RECLAMOS,PAS,credit,4,2635,No,Si
26351501,Reclamos,PAS,credit,5,263515,Si,Si
263520,LABORALES,PAS,credit,4,2635,No,Si
26352001,Laborales,PAS,credit,5,263520,Si,Si
263525,CIVILES,PAS,credit,4,2635,No,Si
26352501,Civiles,PAS,credit,5,263525,Si,Si
263530,PENALES,PAS,credit,4,2635,No,Si
26353001,Penales,PAS,credit,5,263530,Si,Si
263535,ADMINISTRATIVOS,PAS,credit,4,2635,No,Si
26353501,Administrativos,PAS,credit,5,263535,Si,Si
263540,COMERCIALES,PAS,credit,4,2635,No,Si
26354001,Comerciales,PAS,credit,5,263540,Si,Si
263595,OTRAS,PAS,credit,4,2635,No,Si
26359501,Otras,PAS,credit,5,263595,Si,Si
2640,PARA OBLIGACIONES DE GARANTIAS,PAS,credit,3,26,No,Si
2695,PROVISIONES DIVERSAS,PAS,credit,3,26,No,Si
269505,PARA BENEFICENCIA,PAS,credit,4,2695,No,Si
26950501,Para Beneficencia,PAS,credit,5,269505,Si,Si
269510,PARA COMUNICACIONES,PAS,credit,4,2695,No,Si
26951001,Para Comunicaciones,PAS,credit,5,269510,Si,Si
269515,PARA PERDIDA EN TRANSPORTE,PAS,credit,4,2695,No,Si
26951501,Para Perdida En Transporte,PAS,credit,5,269515,Si,Si
269520,PARA OPERACION,PAS,credit,4,2695,No,Si
26952001,Para Operacion,PAS,credit,5,269520,Si,Si
269525,PARA PROTECCION DE BIENES AGOTABLES,PAS,credit,4,2695,No,Si
26952501,Para Proteccion De Bienes Agotables,PAS,credit,5,269525,Si,Si
269530,PARA AJUSTES EN REDENCION DE UNIDADES,PAS,credit,4,2695,No,Si
26953001,Para Ajustes En Redencion De Unidades,PAS,credit,5,269530,Si,Si
269535,AUTOSEGURO,PAS,credit,4,2695,No,Si
26953501,Autoseguro,PAS,credit,5,269535,Si,Si
269540,PLANES Y PROGRAMAS DE REFORESTACION Y ELECTRIFICACION,PAS,credit,4,2695,No,Si
26954001,Planes Y Programas De Reforestacion Y Electrificacion,PAS,credit,5,269540,Si,Si
269595,OTRAS,PAS,credit,4,2695,No,Si
26959501,Otras,PAS,credit,5,269595,Si,Si
27,DIFERIDOS,PAS,credit,2,2,No,Si
2705,INGRESOS RECIBIDOS POR ANTICIPADO,PAS,credit,3,27,No,Si
270505,INTERESES,PAS,credit,4,2705,No,Si
27050501,Intereses,PAS,credit,5,270505,Si,Si
270510,COMISIONES,PAS,credit,4,2705,No,Si
27051001,Comisiones,PAS,credit,5,270510,Si,Si
270515,ARRENDAMIENTOS,PAS,credit,4,2705,No,Si
27051501,Arrendamientos,PAS,credit,5,270515,Si,Si
270520,HONORARIOS,PAS,credit,4,2705,No,Si
27052001,Honorarios,PAS,credit,5,270520,Si,Si
270525,SERVICIOS TECNICOS,PAS,credit,4,2705,No,Si
27052501,Servicios Tecnicos,PAS,credit,5,270525,Si,Si
270530,DE SUSCRIPTORES,PAS,credit,4,2705,No,Si
27053001,De Suscriptores,PAS,credit,5,270530,Si,Si
270535,TRANSPORTES- FLETES Y ACARREOS,PAS,credit,4,2705,No,Si
27053501,Transportes- Fletes Y Acarreos,PAS,credit,5,270535,Si,Si
270540,MERCANCIA EN TRANSITO YA VENDIDA,PAS,credit,4,2705,No,Si
27054001,Mercancia En Transito Ya Vendida,PAS,credit,5,270540,Si,Si
270545,MATRICULAS Y PENSIONES,PAS,credit,4,2705,No,Si
27054501,Matriculas Y Pensiones,PAS,credit,5,270545,Si,Si
270550,CUOTAS DE ADMINISTRACION,PAS,credit,4,2705,No,Si
27055001,Cuotas De Administracion,PAS,credit,5,270550,Si,Si
270595,OTROS,PAS,credit,4,2705,No,Si
27059501,Otros,PAS,credit,5,270595,Si,Si
2710,ABONOS DIFERIDOS,PAS,credit,3,27,No,Si
271005,REAJUSTE DEL SISTEMA,PAS,credit,4,2710,No,Si
27100501,Reajuste Del Sistema,PAS,credit,5,271005,Si,Si
2715,UTILIDAD DIFERIDA EN VENTAS A PLAZOS,PAS,credit,3,27,No,Si
2720,CREDITO POR CORRECCION MONETARIA DIFERIDA,PAS,credit,3,27,No,Si
2725,IMPUESTOS DIFERIDOS,PAS,credit,3,27,No,Si
272505,POR DEPRECIACION FLEXIBLE,PAS,credit,4,2725,No,Si
27250501,Por Depreciacion Flexible,PAS,credit,5,272505,Si,Si
272595,DIVERSOS,PAS,credit,4,2725,No,Si
27259501,Diversos,PAS,credit,5,272595,Si,Si
28,OTROS PASIVOS,PAS,credit,2,2,No,Si
2805,ANTICIPOS Y AVANCES RECIBIDOS,PAS,credit,3,28,No,Si
280505,DE CLIENTES,PAS,credit,4,2805,No,Si
28050501,De Clientes,PAS,credit,5,280505,Si,Si
280510,SOBRE CONTRATOS,PAS,credit,4,2805,No,Si
28051001,Sobre Contratos,PAS,credit,5,280510,Si,Si
280515,PARA OBRAS EN PROCESO,PAS,credit,4,2805,No,Si
28051501,Para Obras En Proceso,PAS,credit,5,280515,Si,Si
280595,OTROS,PAS,credit,4,2805,No,Si
28059501,Otros,PAS,credit,5,280595,Si,Si
2810,DEPOSITOS RECIBIDOS,PAS,credit,3,28,No,Si
281005,PARA FUTURA SUSCRIPCION DE ACCIONES,PAS,credit,4,2810,No,Si
28100501,Para Futura Suscripcion De Acciones,PAS,credit,5,281005,Si,Si
281010,PARA FUTURO PAGO DE CUOTAS O DERECHOS SOCIALES,PAS,credit,4,2810,No,Si
28101001,Para Futuro Pago De Cuotas O Derechos Sociales,PAS,credit,5,281010,Si,Si
281015,PARA GARANTIA EN LA PRESTACION DE SERVICIOS,PAS,credit,4,2810,No,Si
28101501,Para Garantia En La Prestacion De Servicios,PAS,credit,5,281015,Si,Si
281020,PARA GARANTIA DE CONTRATOS,PAS,credit,4,2810,No,Si
28102001,Para Garantia De Contratos,PAS,credit,5,281020,Si,Si
281025,DE LICITACIONES,PAS,credit,4,2810,No,Si
28102501,De Licitaciones,PAS,credit,5,281025,Si,Si
281030,DE MANEJO DE BIENES,PAS,credit,4,2810,No,Si
28103001,De Manejo De Bienes,PAS,credit,5,281030,Si,Si
281035,FONDO DE RESERVA,PAS,credit,4,2810,No,Si
28103501,Fondo De Reserva,PAS,credit,5,281035,Si,Si
281095,OTROS,PAS,credit,4,2810,No,Si
28109501,Otros,PAS,credit,5,281095,Si,Si
2815,INGRESOS RECIBIDOS PARA TERCEROS,PAS,credit,3,28,No,Si
281505,VALORES RECIBIDOS PARA TERCEROS,PAS,credit,4,2815,No,Si
28150501,Valores Recibidos Para Terceros,PAS,credit,5,281505,Si,Si
281510,VENTA POR CUENTA DE TERCEROS,PAS,credit,4,2815,No,Si
28151001,Venta Por Cuenta De Terceros,PAS,credit,5,281510,Si,Si
2820,CUENTAS DE OPERACION CONJUNTA,PAS,credit,3,28,No,Si
2825,RETENCIONES A TERCEROS SOBRE CONTRATOS,PAS,credit,3,28,No,Si
282505,CUMPLIMIENTO OBLIGACIONES LABORALES,PAS,credit,4,2825,No,Si
28250501,Cumplimiento Obligaciones Laborales,PAS,credit,5,282505,Si,Si
282510,PARA ESTABILIDAD DE OBRA,PAS,credit,4,2825,No,Si
28251001,Para Estabilidad De Obra,PAS,credit,5,282510,Si,Si
282515,GARANTIA CUMPLIMIENTO DE CONTRATOS,PAS,credit,4,2825,No,Si
28251501,Garantia Cumplimiento De Contratos,PAS,credit,5,282515,Si,Si
2830,EMBARGOS JUDICIALES,PAS,credit,3,28,No,Si
283005,INDEMNIZACIONES,PAS,credit,4,2830,No,Si
28300501,Indemnizaciones,PAS,credit,5,283005,Si,Si
283010,DEPOSITOS JUDICIALES,PAS,credit,4,2830,No,Si
28301001,Depositos Judiciales,PAS,credit,5,283010,Si,Si
2835,ACREEDORES DEL SISTEMA,PAS,credit,3,28,No,Si
283505,CUOTAS NETAS,PAS,credit,4,2835,No,Si
28350501,Cuotas Netas,PAS,credit,5,283505,Si,Si
283510,GRUPOS EN FORMACION,PAS,credit,4,2835,No,Si
28351001,Grupos En Formacion,PAS,credit,5,283510,Si,Si
2840,CUENTAS EN PARTICIPACION,PAS,credit,3,28,No,Si
2895,DIVERSOS,PAS,credit,3,28,No,Si
289505,PRESTAMOS DE PRODUCTOS,PAS,credit,4,2895,No,Si
28950501,Prestamos De Productos,PAS,credit,5,289505,Si,Si
289510,REEMBOLSO DE COSTOS EXPLORATORIOS,PAS,credit,4,2895,No,Si
28951001,Reembolso De Costos Exploratorios,PAS,credit,5,289510,Si,Si
289515,PROGRAMA DE EXTENSION AGROPECUARIA,PAS,credit,4,2895,No,Si
28951501,Programa De Extension Agropecuaria,PAS,credit,5,289515,Si,Si
29,BONOS Y PAPELES COMERCIALES,PAS,credit,2,2,No,Si
2905,BONOS EN CIRCULACION,PAS,credit,3,29,No,Si
2910,BONOS OBLIGATORIAMENTE CONVERTIBLES EN ACCIONES,PAS,credit,3,29,No,Si
2915,PAPELES COMERCIALES,PAS,credit,3,29,No,Si
2920,BONOS PENSIONALES,PAS,credit,3,29,No,Si
292005,VALOR BONOS PENSIONALES,PAS,credit,4,2920,No,Si
29200501,Valor Bonos Pensionales,PAS,credit,5,292005,Si,Si
292010,BONOS PENSIONALES POR AMORTIZAR (DB),PAS,credit,4,2920,No,Si
29201001,Bonos Pensionales Por Amortizar (Db),PAS,credit,5,292010,Si,Si
292015,INTERESES CAUSADOS SOBRE BONOS PENSIONALES,PAS,credit,4,2920,No,Si
29201501,Intereses Causados Sobre Bonos Pensionales,PAS,credit,5,292015,Si,Si
2925,TITULOS PENSIONALES,PAS,credit,3,29,No,Si
292505,VALOR TITULOS PENSIONALES,PAS,credit,4,2925,No,Si
29250501,Valor Titulos Pensionales,PAS,credit,5,292505,Si,Si
292510,TITULOS PENSIONALES POR AMORTIZAR (DB),PAS,credit,4,2925,No,Si
29251001,Titulos Pensionales Por Amortizar (Db),PAS,credit,5,292510,Si,Si
292515,INTERESES CAUSADOS SOBRE TITULOS PENSIONALES,PAS,credit,4,2925,No,Si
29251501,Intereses Causados Sobre Titulos Pensionales,PAS,credit,5,292515,Si,Si
3,PATRIMONIO,PAT,credit,1,,No,Si
31,CAPITAL SOCIAL,PAT,credit,2,3,No,Si
3105,CAPITAL SUSCRITO Y PAGADO,PAT,credit,3,31,No,Si
310505,CAPITAL AUTORIZADO,PAT,credit,4,3105,No,Si
31050501,Capital Autorizado,PAT,credit,5,310505,Si,Si
310510,CAPITAL POR SUSCRIBIR (DB),PAT,credit,4,3105,No,Si
31051001,Capital Por Suscribir (Db),PAT,credit,5,310510,Si,Si
310515,CAPITAL SUSCRITO POR COBRAR (DB),PAT,credit,4,3105,No,Si
31051501,Capital Suscrito Por Cobrar (Db),PAT,credit,5,310515,Si,Si
3115,APORTES SOCIALES,PAT,credit,3,31,No,Si
311505,CUOTAS O PARTES DE INTERES SOCIAL,PAT,credit,4,3115,No,Si
31150501,Cuotas O Partes De Interes Social,PAT,credit,5,311505,Si,Si
311510,APORTES DE SOCIOS-FONDO MUTUO DE INVERSION,PAT,credit,4,3115,No,Si
31151001,Aportes De Socios-Fondo Mutuo De Inversion,PAT,credit,5,311510,Si,Si
311515,CONTRIBUCION DE LA EMPRESA-FONDO MUTUO DE INVERSION,PAT,credit,4,3115,No,Si
31151501,Contribucion De La Empresa-Fondo Mutuo De Inversion,PAT,credit,5,311515,Si,Si
311520,SUSCRIPCIONES DEL PUBLICO,PAT,credit,4,3115,No,Si
31152001,Suscripciones Del Publico,PAT,credit,5,311520,Si,Si
3120,CAPITAL ASIGNADO,PAT,credit,3,31,No,Si
3125,INVERSION SUPLEMENTARIA AL CAPITAL ASIGNADO,PAT,credit,3,31,No,Si
3130,CAPITAL DE PERSONAS NATURALES,PAT,credit,3,31,No,Si
3135,APORTES DEL ESTADO,PAT,credit,3,31,No,Si
3140,FONDO SOCIAL,PAT,credit,3,31,No,Si
32,SUPERAVIT DE CAPITAL,PAT,credit,2,3,No,Si
3205,PRIMA EN COLOCACION DE ACCIONES- CUOTAS O PARTES DE INTERES SOCIAL,PAT,credit,3,32,No,Si
320505,PRIMA EN COLOCACION DE ACCIONES,PAT,credit,4,3205,No,Si
32050501,Prima En Colocacion De Acciones,PAT,credit,5,320505,Si,Si
320510,PRIMA EN COLOCACION DE ACCIONES POR COBRAR (DB),PAT,credit,4,3205,No,Si
32051001,Prima En Colocacion De Acciones Por Cobrar (Db),PAT,credit,5,320510,Si,Si
320515,PRIMA EN COLOCACION DE CUOTAS O PARTES DE INTERES SOCIAL,PAT,credit,4,3205,No,Si
32051501,Prima En Colocacion De Cuotas O Partes De Interes Social,PAT,credit,5,320515,Si,Si
3210,DONACIONES,PAT,credit,3,32,No,Si
321005,EN DINERO,PAT,credit,4,3210,No,Si
32100501,En Dinero,PAT,credit,5,321005,Si,Si
321010,EN VALORES MOBILIARIOS,PAT,credit,4,3210,No,Si
32101001,En Valores Mobiliarios,PAT,credit,5,321010,Si,Si
321015,EN BIENES MUEBLES,PAT,credit,4,3210,No,Si
32101501,En Bienes Muebles,PAT,credit,5,321015,Si,Si
321020,EN BIENES INMUEBLES,PAT,credit,4,3210,No,Si
32102001,En Bienes Inmuebles,PAT,credit,5,321020,Si,Si
321025,EN INTANGIBLES,PAT,credit,4,3210,No,Si
32102501,En Intangibles,PAT,credit,5,321025,Si,Si
3215,CREDITO MERCANTIL,PAT,credit,3,32,No,Si
3220,KNOW HOW,PAT,credit,3,32,No,Si
3225,SUPERAVIT METODO DE PARTICIPACION,PAT,credit,3,32,No,Si
322505,DE ACCIONES,PAT,credit,4,3225,No,Si
32250501,De Acciones,PAT,credit,5,322505,Si,Si
322510,DE CUOTAS O PARTES DE INTERES SOCIAL,PAT,credit,4,3225,No,Si
32251001,De Cuotas O Partes De Interes Social,PAT,credit,5,322510,Si,Si
33,RESERVAS,PAT,credit,2,3,No,Si
3305,RESERVAS OBLIGATORIAS,PAT,credit,3,33,No,Si
330505,RESERVA LEGAL,PAT,credit,4,3305,No,Si
33050501,Reserva Legal,PAT,credit,5,330505,Si,Si
330510,RESERVAS POR DISPOSICIONES FISCALES,PAT,credit,4,3305,No,Si
33051001,Reservas Por Disposiciones Fiscales,PAT,credit,5,330510,Si,Si
330515,RESERVA PARA READQUISICION DE ACCIONES,PAT,credit,4,3305,No,Si
33051501,Reserva Para Readquisicion De Acciones,PAT,credit,5,330515,Si,Si
330516,ACCIONES PROPIAS READQUIRIDAS (DB),PAT,credit,4,3305,No,Si
33051601,Acciones Propias Readquiridas (Db),PAT,credit,5,330516,Si,Si
330517,RESERVA PARA READQUISICION DE CUOTAS O PARTES DE INTERES SOCIAL,PAT,credit,4,3305,No,Si
33051701,Reserva Para Readquisicion De Cuotas O Partes De Interes Social,PAT,credit,5,330517,Si,Si
330518,CUOTAS O PARTES DE INTERES SOCIAL PROPIAS READQUIRIDAS (DB),PAT,credit,4,3305,No,Si
33051801,Cuotas O Partes De Interes Social Propias Readquiridas (Db),PAT,credit,5,330518,Si,Si
330520,RESERVA PARA EXTENSION AGROPECUARIA,PAT,credit,4,3305,No,Si
33052001,Reserva Para Extension Agropecuaria,PAT,credit,5,330520,Si,Si
330525,RESERVA LEY 7ª DE 1990,PAT,credit,4,3305,No,Si
33052501,Reserva Ley 7ª De 1990,PAT,credit,5,330525,Si,Si
330530,RESERVA PARA REPOSICION DE SEMOVIENTES,PAT,credit,4,3305,No,Si
33053001,Reserva Para Reposicion De Semovientes,PAT,credit,5,330530,Si,Si
330535,RESERVA LEY 4ª DE 1980,PAT,credit,4,3305,No,Si
33053501,Reserva Ley 4ª De 1980,PAT,credit,5,330535,Si,Si
330595,OTRAS,PAT,credit,4,3305,No,Si
33059501,Otras,PAT,credit,5,330595,Si,Si
3310,RESERVAS ESTATUTARIAS,PAT,credit,3,33,No,Si
331005,PARA FUTURAS CAPITALIZACIONES,PAT,credit,4,3310,No,Si
33100501,Para Futuras Capitalizaciones,PAT,credit,5,331005,Si,Si
331010,PARA REPOSICION DE ACTIVOS,PAT,credit,4,3310,No,Si
